,Movie Title,Genre,tconst,Runtime (min),IMDB Rating,Worldwide Box Office (USD),Domestic Box Office (USD),budget
3114,Feng Shui,Documentary,tt2513344,120.0,7.6,15702302,64147,0
3115,Working Woman,"Comedy, Drama",tt8844204,93.0,6.9,204727,64048,0
3116,"Monrovia, Indiana","Documentary, Music",tt8749146,143.0,6.9,64596,63944,0
3117,The Human Resources Manager,"Comedy, Drama",tt1311075,103.0,6.6,590567,63709,0
3118,I Am Divine,"Action, Romance",tt1356790,90.0,7.7,115739,63661,0
3119,The Details,"Action, Comedy, Drama",tt1433207,101.0,6.1,63595,63595,0
3120,Heartbeats,"Drama, Sci-Fi",tt1600524,101.0,7.2,843423,62985,0
3121,Cool It,Comedy,tt1694015,87.0,6.9,62713,62713,0
3122,Creative Control,"Biography, Drama",tt3277624,97.0,5.4,63014,62480,1000000
3123,The Tiger Hunter,"Action, Comedy, Horror",tt3853830,94.0,5.7,62398,62398,0
3124,Hatchet II,"Documentary, Biography",tt1270835,85.0,5.5,156190,62000,2500000
3125,Tragedy Girls,Documentary,tt3859272,98.0,6.0,122211,61899,0
3126,If a Tree Falls: A Story of the Earth Liberation Front,Drama,tt1787725,85.0,7.2,61794,61794,0
3127,Viva Riva!,"Biography, Drama",tt1723120,98.0,6.2,168982,61759,0
3128,Mifune: The Last Samurai,"Romance, Sport",tt4000670,80.0,7.2,62279,61691,0
3129,Public Speaking,"Comedy, Crime, Thriller",tt1734477,84.0,7.7,62173,61640,0
3130,Sauvage / Wild,"Comedy, Drama",tt8307082,99.0,6.9,317536,61604,0
3131,The Dark Horse,"Comedy, Crime, Drama",tt2192016,124.0,7.5,1862114,61505,0
3132,Backwards,"Drama, Mystery, Thriller",tt2005153,89.0,5.5,61465,61465,0
3133,The Art of the Steal,Drama,tt2172985,90.0,6.3,77450,61446,0
3134,Donald Cried,"Romance, Sci-Fi, Thriller",tt4442604,85.0,6.5,61406,61309,0
3135,Never Goin' Back,"Documentary, Music",tt7690016,85.0,6.0,61271,61271,0
3136,Too Late,"Documentary, Biography, Drama",tt2394063,107.0,6.7,60438,60438,0
3137,How I Live Now,Documentary,tt1894476,101.0,6.5,925762,60213,0
3138,Presenting Princess Shaw,Drama,tt4161074,83.0,6.8,60197,60197,0
3139,The Force,Documentary,tt6159518,92.0,6.7,59912,59912,0
3140,Siddharth,"Comedy, Drama",tt2932606,96.0,7.3,69310,59808,0
3141,3,"Comedy, Drama",tt1517177,119.0,6.7,3484446,59774,0
3142,Where Is Kyra?,"Drama, Fantasy, Romance",tt5198670,98.0,5.6,74821,59717,0
3143,Limelight,"Comedy, Crime, Drama",tt1418702,103.0,6.7,60335,59654,0
3144,Bicycling with Molière,"Comedy, Drama, Music",tt2207050,104.0,6.6,11123929,59624,0
3145,Cheap Thrills,"Documentary, History, Music",tt2389182,88.0,6.7,59424,59379,0
3146,Bomb City,Documentary,tt4351548,95.0,6.9,59329,59329,0
3147,Frontera,"Documentary, Biography, Drama",tt2510028,103.0,6.6,59696,59306,0
3148,Bang! The Bert Berns Story,"Documentary, Biography, Crime",tt5432624,94.0,7.9,59299,59299,0
3149,Viper Club,Documentary,tt6388074,109.0,5.6,60607,59130,0
3150,Let the Fire Burn,"Documentary, Family, News",tt2119463,88.0,7.8,64489,59033,0
3151,Gregory Crewdson: Brief Encounters,"Action, Sci-Fi, Thriller",tt2281267,78.0,7.4,60064,58978,0
3152,Crime After Crime,"Comedy, Horror",tt1746153,95.0,7.6,60291,58840,0
3153,Lost Woods,"Comedy, Drama, Romance",tt1975205,88.0,2.3,180117,58240,0
3154,Cynthia,Drama,tt5755280,89.0,4.5,58177,58177,0
3155,Faust,"Documentary, Biography, Sport",tt1437357,140.0,6.6,58132,58104,0
3156,In Search of Greatness,"Documentary, History",tt8236398,77.0,6.3,58090,58090,0
3157,A Faithful Man,"Biography, Drama, History",tt8075202,75.0,6.3,1720605,58049,0
3158,I Smile Back,"Adventure, Comedy, Drama",tt3640682,85.0,6.1,63373,57678,495000
3159,The Trials of Muhammad Ali,"Drama, Western",tt2489734,86.0,7.4,59081,57579,0
3160,Harvest of Empire,"Adventure, Comedy, Drama",tt2072987,90.0,7.7,79627,57566,0
3161,Woman Walks Ahead,Documentary,tt5436228,101.0,6.6,80912,57528,0
3162,Ramen Heads,"Drama, Horror, Mystery",tt6764122,93.0,7.1,57345,57345,0
3163,In My Sleep,Drama,tt0326965,104.0,5.5,30158,57190,0
3164,Do I Sound Gay?,Drama,tt3997238,77.0,5.6,122595,57000,0
3165,God of Vampires,"Horror, Sci-Fi, Thriller",tt1572773,144.0,4.0,53345,56705,0
3166,Borgman,"Crime, Drama, Thriller",tt1954315,113.0,6.8,1052010,56474,0
3167,Max Rose,"Documentary, News",tt1439558,83.0,6.3,66680,56365,0
3168,Beyond the Black Rainbow,"Documentary, News",tt1534085,110.0,6.0,56491,56129,1100000
3169,Go for Sisters,Documentary,tt2247432,123.0,6.4,70495,55963,0
3170,Farmageddon,Documentary,tt1609113,86.0,7.1,56573,55839,0
3171,Cooties,Documentary,tt2490326,88.0,5.7,485544,55749,0
3172,Terms and Conditions May Apply,Drama,tt2084953,79.0,7.4,55824,55594,0
3173,The Gardener,Documentary,tt2772966,87.0,6.5,62734,55523,0
3174,Finding Joe,"Comedy, Drama",tt2015370,80.0,6.8,55518,55518,0
3175,The Paris Opera,"Comedy, Drama",tt6599064,110.0,7.1,781039,55482,0
3176,Flowers,"Comedy, Romance",tt1637681,110.0,6.8,139421,55479,0
3177,C.O.G.,"Documentary, Thriller",tt1650393,88.0,5.6,55301,55301,0
3178,Reality,Documentary,tt1846487,116.0,6.8,3350996,55261,0
3179,Korengal,"Drama, Mystery, Thriller",tt3578504,84.0,6.8,101310,55200,0
3180,The Lovers & the Despot,Drama,tt5278868,98.0,6.5,95521,55180,0
3181,Clown,"Drama, Fantasy, Horror",tt1780798,100.0,5.7,4381603,55007,0
3182,The Mountain,"Drama, Mystery, Romance",tt1783391,80.0,6.1,61035,54739,0
3183,Regression,"Drama, History, Romance",tt3319920,106.0,5.7,17671101,54734,0
3184,Evidence of a Haunting,"Drama, Romance",tt3502802,80.0,2.7,29904,54474,25000
3185,Ilo Ilo,Drama,tt2901736,99.0,7.3,1216181,54071,0
3186,My King,"Action, Crime, Thriller",tt3478962,124.0,7.1,8003331,53809,0
3187,The Turin Horse,"Comedy, Drama",tt1316540,155.0,7.8,162088,53690,0
3188,Beloved Sisters,"Documentary, Comedy, Drama",tt2790236,138.0,6.1,2407680,53686,0
3189,Line of Duty,"Documentary, Adventure, News",tt1532538,100.0,5.2,54204,53668,0
3190,Half of a Yellow Sun,Drama,tt2215077,111.0,6.1,306393,53645,0
3191,Dirty Girl,"Documentary, Music",tt1107319,90.0,6.5,143485,53630,4000000
3192,The Other F Word,"Drama, Romance",tt1790867,98.0,7.3,53714,53214,0
3193,An Inconsistent Truth,"Biography, Drama, Music",tt1806777,89.0,6.2,69394,53109,0
3194,Aloft,"Action, History",tt2494384,112.0,5.3,270971,52961,8000000
3195,Twiceland,"Drama, Fantasy, Horror",tt9386922,,9.1,186078,52874,0
3196,Being 17,Drama,tt4331970,116.0,7.2,2045219,52713,0
3197,Django,Documentary,tt6247936,117.0,6.2,3876874,52692,0
3198,God of War,"Action, Comedy",tt6083388,128.0,6.4,9559524,52659,25000000
3199,Red Lights,"Comedy, Drama",tt1748179,114.0,6.2,14107313,52624,14000000
3200,L'attesa,"Comedy, Fantasy",tt3715122,100.0,6.6,1010766,52407,0
3201,Occupy Unmasked,Documentary,tt2234315,76.0,5.1,52768,51787,0
3202,Cemetery of Splendor,"Short, Musical",tt2818654,122.0,6.8,98932,51765,980000
3203,The Lottery,Drama,tt1515935,81.0,7.1,54543,51542,0
3204,To Be Takei,"Drama, History, Romance",tt2174896,94.0,6.9,52823,51481,0
3205,Venus and Serena,Documentary,tt2376024,99.0,6.2,51271,51000,0
3206,Ophelia,"Action, Western",tt5690810,114.0,6.9,229405,50722,0
3207,Hateship Loveship,"Drama, Romance",tt2463512,104.0,6.2,83008,50573,0
3208,Keep Quiet,"Adventure, Drama, Western",tt4789160,90.0,6.8,50451,50451,0
3209,In a Valley of Violence,"Drama, Romance",tt3608930,104.0,6.0,61797,50381,0
3210,The Retrieval,"Action, Adventure, Comedy",tt2635006,92.0,6.6,50257,50257,0
3211,Black '47,Drama,tt3208026,100.0,6.8,2073063,50026,0
3212,The Discoverers,"Action, Adventure, Comedy",tt1715876,104.0,5.6,50020,50020,0
3213,Turbo Kid,"Drama, Thriller",tt3672742,93.0,6.7,67069,50000,0
3214,At Middleton,"Horror, Romance, Sci-Fi",tt1483324,99.0,6.5,53837,49953,2500000
3215,The Last Man on the Moon,"Documentary, Biography, Crime",tt3219604,95.0,7.4,53881,49672,0
3216,The Canyons,"Adventure, Drama, Mystery",tt2292959,99.0,3.8,270185,49494,250000
3217,Fatima,"Comedy, Drama",tt4466544,79.0,6.4,212228,49086,0
3218,Spring,"Documentary, Family, Western",tt3395184,109.0,6.7,49970,48949,0
3219,The Internet's Own Boy: The Story of Aaron Swartz,Documentary,tt3268458,105.0,8.1,48911,48911,0
3220,The Ornithologist,"Drama, Family, Music",tt4929038,117.0,6.3,74714,48837,0
3221,The Bag Man,"Comedy, Drama",tt2212008,108.0,5.2,461780,48817,0
3222,American Mustang,"Action, Drama, History",tt2651214,72.0,7.3,48700,48700,0
3223,The China Hustle,Drama,tt7215388,82.0,7.1,48650,48650,0
3224,The One I Wrote for You,"Animation, Adventure, Drama",tt2518370,110.0,6.0,58872,48643,0
3225,Person to Person,"Comedy, Drama",tt5247026,84.0,5.7,48499,48499,0
3226,The Perfect Host,Drama,tt1334553,93.0,6.8,450885,48430,0
3227,"Lebanon, Pa.","Action, Western",tt1290082,100.0,6.3,48381,48381,0
3228,Natural Selection,"Documentary, Biography, Music",tt1621426,90.0,6.4,55282,48153,0
3229,Putty Hill,Documentary,tt1530975,85.0,6.0,58585,48132,0
3230,The Bounty Killer,Documentary,tt3209242,87.0,6.0,48815,48091,0
3231,Young & Beautiful,"Documentary, History",tt2752200,95.0,6.8,9757417,48022,0
3232,"Love, Antosha","Documentary, Family, Music",tt9351746,92.0,9.3,75308,48021,0
3233,The Yes Men Are Revolting,"Drama, Fantasy",tt2531282,91.0,6.8,51331,48000,0
3234,God Loves Uganda,"Documentary, Biography, Music",tt1874513,83.0,7.4,51229,47991,0
3235,Saving Banksy,Documentary,tt4036488,80.0,6.8,47965,47965,0
3236,Runaway Slave,"Drama, War",tt2205591,108.0,6.7,71737,47813,0
3237,Quest,Documentary,tt4157144,86.0,8.1,50022,47807,0
3238,Sing Your Song,Documentary,tt1787797,103.0,7.5,65310,47718,0
3239,Saving Brinton,"Documentary, Crime, History",tt6195442,90.0,7.8,56218,47419,0
3240,"1,000 Times Good Night",Drama,tt2353767,117.0,7.1,2549568,47331,0
3241,Surviving Progress,Drama,tt1462014,86.0,7.4,53953,47139,0
3242,A Master Builder,"Documentary, History",tt2276069,130.0,6.1,46874,46874,0
3243,Over Your Cities Grass Will Grow,"Comedy, Drama, Romance",tt1414368,105.0,7.1,70256,46834,0
3244,Command and Control,Documentary,tt5598206,92.0,7.3,57635,46603,0
3245,Margaret,Drama,tt0466893,150.0,6.5,564864,46495,14000000
3246,Ma ma,"Crime, Drama, Mystery",tt3480886,111.0,6.4,1375709,46476,0
3247,Bigger,Drama,tt1528266,87.0,5.4,52133,46382,10000
3248,William S. Burroughs: A Man Within,Documentary,tt1466072,87.0,7.2,46380,46380,160000
3249,Racer and the Jailbird,"Documentary, Biography",tt2586120,130.0,6.4,400026,46337,9229904
3250,Under the Silver Lake,"Comedy, Family, Fantasy",tt5691670,139.0,6.4,2053469,46083,8500000
3251,So B. It,"Adventure, Family",tt3663020,98.0,6.8,47627,46006,0
3252,In Jackson Heights,"Action, Crime, Drama",tt4936064,190.0,7.2,121094,45896,0
3253,Hal,Documentary,tt2573198,60.0,6.8,49045,45889,0
3254,Jewtopia,Comedy,tt0878814,90.0,4.5,88327,45660,0
3255,Girl Asleep,"Crime, Drama, History",tt3955894,77.0,6.2,64056,45650,1150118
3256,High on the Hog,"Crime, Mystery",tt2386668,85.0,3.7,45696,45599,0
3257,Summer in the Forest,"Drama, Music, Romance",tt5900988,108.0,7.5,67743,45542,0
3258,3 Weeks in Yerevan,Documentary,tt5791932,,7.3,45536,45536,0
3259,Texas Killing Fields,"Comedy, Mystery",tt1389127,105.0,5.7,1271319,45282,0
3260,High Strung,Documentary,tt3451230,96.0,6.5,2084451,45255,0
3261,There's No Place Like Utopia,"Documentary, Music",tt3868452,110.0,5.9,45254,45254,0
3262,Wrong,Thriller,tt1901040,94.0,6.3,106425,45209,0
3263,Before We Vanish,"Comedy, Drama",tt5999530,129.0,5.9,448829,45190,0
3264,The Proposal,"Drama, Family",tt8106592,86.0,5.6,45149,45149,0
3265,We Are X,Documentary,tt4835086,93.0,7.7,548126,45028,0
3266,Union Square,Documentary,tt1783798,80.0,5.1,44830,44830,0
3267,A Kid Like Jake,"Documentary, Drama",tt6884200,92.0,5.3,60784,44824,0
3268,Mademoiselle C,Thriller,tt2506388,93.0,5.7,76621,44796,0
3269,Ballplayer: Pelotero,Documentary,tt1885335,77.0,7.2,46109,44689,0
3270,The Pruitt-Igoe Myth,"Biography, Drama, Music",tt1788461,79.0,7.5,44883,44683,0
3271,Ai Weiwei: The Fake Case,"Action, Drama, War",tt3281074,86.0,6.6,45255,44611,0
3272,Beyond the Reach,"Biography, Drama, Romance",tt2911668,91.0,5.6,1100432,44577,0
3273,What Is Democracy?,"Documentary, Music",tt7708476,107.0,6.8,44536,44536,0
3274,The Dog,Drama,tt2934408,,5.1,44581,44532,0
3275,Low Down,Drama,tt1864405,114.0,6.1,54051,44500,0
3276,Carmine Street Guitars,"Biography, Drama, Romance",tt7574126,80.0,7.6,44253,44253,0
3277,Entertainment,"Drama, Romance",tt3343784,103.0,5.6,55506,44242,0
3278,What Will People Say,"Documentary, History",tt7213936,106.0,7.5,2191131,44156,0
3279,12 O'Clock Boys,Documentary,tt2420006,76.0,6.4,82614,44108,0
3280,Hitler's Hollywood,Documentary,tt6566624,105.0,6.7,43766,43766,0
3281,Tickling Giants,Comedy,tt5494396,111.0,8.3,51499,43757,0
3282,The Extraordinary Voyage,"Documentary, Adventure, Comedy",tt2134092,60.0,7.3,59424,43748,0
3283,My Journey Through French Cinema,"Drama, Fantasy, Mystery",tt5652594,201.0,7.6,71174,43742,0
3284,The Greasy Strangler,Documentary,tt4381236,93.0,5.7,67427,43580,0
3285,Tomorrow,Documentary,tt2654536,,7.9,11277905,43471,0
3286,Mastizaade,"Comedy, Drama",tt3726012,119.0,2.4,68583,43403,0
3287,Free Trip to Egypt,"Documentary, Biography",tt8973144,98.0,8.1,49693,43365,0
3288,Lost River,"Comedy, Drama",tt2366608,95.0,5.8,615500,43282,2000000
3289,Big Men,"Documentary, Sport",tt2789532,99.0,7.2,56286,43191,0
3290,All Together,Drama,tt1674057,96.0,6.7,8835903,43180,0
3291,Antonio Lopez 1970: Sex Fashion & Disco,"Drama, Romance",tt5792490,95.0,6.5,73122,43169,0
3292,Hermia & Helena,"Crime, Drama, Thriller",tt5880296,87.0,5.8,44156,43152,0
3293,"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie","Biography, Drama, Romance",tt1550557,100.0,6.2,43583,43108,0
3294,Next Goal Wins,"Biography, Drama, History",tt2446600,97.0,7.9,43089,43089,0
3295,River of Fundament,"Drama, Thriller",tt3529612,319.0,7.3,44840,43057,0
3296,First We Take Brooklyn,Drama,tt5673714,91.0,3.8,42812,42812,0
3297,Vita & Virginia,"Adventure, Drama, Thriller",tt5859882,110.0,5.3,815419,42741,0
3298,The Death of Louis XIV,"Documentary, Biography, History",tt5129510,115.0,6.8,209715,42694,0
3299,Woodshock,Documentary,tt4677924,100.0,4.2,43682,42603,0
3300,Zaytoun,"Comedy, Horror",tt2131698,110.0,6.6,177753,42286,8000000
3301,Danny Says,"Comedy, Drama",tt4485246,105.0,6.7,44213,42237,0
3302,Closet Monster,"Comedy, Drama",tt3638396,90.0,7.0,42360,41866,0
3303,Holla II,Drama,tt2158531,90.0,6.7,41537,41537,0
3304,One Week and a Day,Drama,tt4777584,98.0,6.7,152178,41528,0
3305,Blood Ties,Documentary,tt1747958,127.0,6.5,2566435,41229,25500000
3306,The Comedy,Comedy,tt2112293,95.0,6.4,41113,41113,0
3307,Seeking Justice,"Drama, Thriller",tt1214962,105.0,6.2,14089528,41081,17000000
3308,Western,"Documentary, Action, History",tt4214450,92.0,6.0,155215,41072,0
3309,Interior. Leather Bar.,"Documentary, Biography, Sport",tt2352488,60.0,5.1,42534,40862,0
3310,Last Call at the Oasis,"Action, Adventure, Comedy",tt2043900,105.0,7.4,42423,40846,0
3311,Hellion,"Action, Mystery, Thriller",tt3186318,99.0,6.1,55708,40753,0
3312,Hell and Back Again,Comedy,tt1748043,88.0,6.5,40949,40634,0
3313,Nowitzki: The Perfect Shot,"Documentary, Animation",tt3626804,105.0,7.6,619517,40602,0
3314,Wild Oats,Documentary,tt1655461,86.0,5.6,247949,40598,0
3315,The FP,"Romance, Thriller",tt1296373,82.0,5.6,40557,40557,0
3316,Slut in a Good Way,"Drama, Romance",tt7740284,89.0,6.8,44240,40513,0
3317,Liyana,"Action, Adventure, Horror",tt6977442,77.0,7.3,44045,40413,0
3318,Louder Than a Bomb,"Drama, Sci-Fi",tt1540978,99.0,7.5,40000,40362,0
3319,Road to Nowhere,Comedy,tt1504319,121.0,5.5,161619,40294,5000000
3320,Language of a Broken Heart,"Documentary, Drama, History",tt1609488,100.0,5.8,40645,40293,350000
3321,Aftershock,"Comedy, Drama, Horror",tt1393746,135.0,7.6,294696,40179,25000000
3322,Aniara,"Drama, Mystery",tt7589524,106.0,6.6,40124,40124,0
3323,Humor Me,"Documentary, Biography",tt5658242,93.0,5.9,40099,40099,0
3324,Unrest,Documentary,tt3268850,98.0,7.8,40081,40081,0
3325,CBGB,Drama,tt1786751,102.0,6.6,40400,40040,5000000
3326,The Last Circus,Comedy,tt1572491,107.0,6.6,3604598,40029,7000000
3327,Submission,"Action, Biography, Crime",tt2707810,106.0,5.5,44069,39985,0
3328,Addiction Incorporated,"Biography, Crime, Drama",tt1735495,100.0,6.9,40106,39974,0
3329,GMO OMG,Comedy,tt2461034,90.0,6.5,47558,39900,0
3330,Decoding Annie Parker,Documentary,tt1464191,91.0,6.3,60048,39850,2000000
3331,Walk of Shame,"Comedy, Drama, Romance",tt2463288,95.0,6.0,8122990,39751,15000000
3332,Paan Singh Tomar,"Action, Crime, Drama",tt1620933,135.0,8.2,40311,39567,0
3333,Charlie Says,"Documentary, History",tt1759744,104.0,5.6,98240,39502,0
3334,Is That a Gun in Your Pocket?,Drama,tt4196832,95.0,5.5,39928,39361,0
3335,The Myth of the American Sleepover,"Action, Thriller",tt1174042,96.0,6.3,41045,39001,30000
3336,What Our Fathers Did: A Nazi Legacy,"Comedy, Horror",tt4668808,96.0,7.0,54603,38987,0
3337,The Short Game,Comedy,tt2466830,99.0,7.5,39819,38856,0
3338,Soldiers of Fortune,Drama,tt1678051,94.0,4.3,1784286,38842,8000000
3339,Birdboy: The Forgotten Children,Documentary,tt5004766,76.0,7.3,52366,38786,0
3340,Shed of the Dead,Horror,tt3602422,82.0,5.4,38901,38699,0
3341,Zilla and Zoe,"Documentary, Adventure, Comedy",tt4817466,104.0,7.5,39003,38609,0
3342,Spa Night,Drama,tt5254640,93.0,5.9,38578,38578,0
3343,Divide and Conquer: The Story of Roger Ailes,"Comedy, Drama",tt6471628,107.0,6.7,38510,38510,0
3344,Difret,Drama,tt2611390,99.0,6.8,97205,38449,0
3345,The Fairy,Drama,tt1922645,93.0,6.1,129818,38399,0
3346,The Woodmans,"Comedy, Drama",tt1610516,82.0,7.0,46623,38330,0
3347,The Commune,"Crime, Drama, Thriller",tt3082854,111.0,6.4,4410339,38265,0
3348,When Harry Tries to Marry,"Crime, Drama, Mystery",tt1535110,93.0,4.6,35100,38261,0
3349,Where Soldiers Come From,"Action, Biography, Drama",tt1856109,92.0,7.0,39201,38151,0
3350,Germans & Jews,"Documentary, History, Music",tt5718290,76.0,7.6,38100,38100,0
3351,It's a Disaster,Drama,tt1995341,88.0,6.4,60818,38100,0
3352,Child of God,"Documentary, Crime, History",tt1951095,104.0,5.5,39324,37949,0
3353,Lila & Eve,Documentary,tt3442990,94.0,5.8,179807,37934,0
3354,I Am the Blues,"Documentary, Biography, History",tt5120042,106.0,7.8,37849,37849,0
3355,Golden Exits,Comedy,tt5687814,94.0,5.8,41888,37801,10000000
3356,Granito,"Drama, Romance, Thriller",tt1490678,103.0,7.2,43942,37790,0
3357,The Heart of Nuba,"Documentary, Sport",tt6255478,85.0,9.0,37788,37788,0
3358,Oolong Courtyard: KungFu School,"Comedy, Crime, Drama",tt8549902,103.0,4.6,19129015,37727,0
3359,Sleeping Beauty,Sci-Fi,tt1588398,101.0,5.3,408680,37710,10000000
3360,Rising from Ashes,"Comedy, Drama",tt2088883,82.0,7.5,53804,37673,0
3361,78/52: Hitchcock's Shower Scene,Drama,tt4372240,91.0,7.3,46838,37664,0
3362,Paul Williams Still Alive,"Comedy, Drama, Music",tt1956594,87.0,6.9,38691,37649,0
3363,Gray Matter,Documentary,tt4566780,85.0,3.1,38034,37537,0
3364,Krystal,Documentary,tt0835802,90.0,5.3,37516,37516,0
3365,On the Beach at Night Alone,"Comedy, Crime",tt6412864,101.0,6.8,429159,37489,0
3366,Rudderless,"Comedy, Drama",tt1798243,105.0,7.5,546149,37440,5000000
3367,Death by China,"Comedy, History",tt2304583,78.0,5.3,38492,37412,0
3368,School Life,"Drama, Romance, Sport",tt5475022,99.0,7.2,86616,37381,0
3369,NOW: In the Wings on a World Stage,Drama,tt3608848,97.0,7.2,49591,37200,0
3370,Girls vs Gangsters,"Documentary, Music",tt7870578,120.0,3.3,10265819,37115,0
3371,Return of the Hero,"Comedy, Drama, Romance",tt7064498,90.0,6.4,7362730,37108,0
3372,Breath,"Drama, Family, History",tt1553659,115.0,6.8,3322479,37108,0
3373,A Woman's Life,Documentary,tt5078134,119.0,6.5,895944,37062,0
3374,Before We Go,Drama,tt0443465,95.0,6.8,462875,37047,0
3375,Savannah,"Drama, Thriller",tt1797487,101.0,6.0,37240,36746,5000000
3376,Searching for Ingmar Bergman,"Drama, Romance",tt6210160,99.0,6.7,64742,36686,0
3377,"No Date, No Signature",Documentary,tt6207878,104.0,7.2,107368,36444,0
3378,Knock Knock,"Comedy, Drama",tt3605418,99.0,4.9,5567103,36336,2500000
3379,The Sower,"Documentary, Biography, History",tt6583316,117.0,7.4,433112,36233,0
3380,Yardie,"Animation, Adventure, Comedy",tt5862902,101.0,5.7,1551163,36012,0
3381,Welcome to Leith,Documentary,tt3962848,85.0,7.0,36380,36010,0
3382,The House of Tomorrow,"Comedy, Drama, Romance",tt1921119,64.0,6.8,35821,35821,0
3383,Mumia: Long Distance Revolutionary,Documentary,tt2005276,120.0,7.6,37731,35806,0
3384,The Road Movie,"Comedy, History, Mystery",tt6235786,67.0,6.4,35757,35757,0
3385,Sightseers,Documentary,tt2023690,88.0,6.5,2122909,35722,0
3386,Not Cool,"Biography, Drama, Family",tt3569356,93.0,4.5,36026,35688,0
3387,Finders Keepers,"Action, Adventure",tt3462002,82.0,6.8,35555,35555,0
3388,The Raft,"Drama, Romance",tt8116574,97.0,6.8,47269,35281,0
3389,"Kill Me, Deadly",Drama,tt2022441,100.0,7.2,36027,35225,0
3390,Rat Film,"Documentary, Biography",tt5840448,82.0,6.6,35195,35195,0
3391,A Street Cat Named Bob,"Documentary, Biography",tt3606888,103.0,7.4,8446262,35070,8000000
